6509.096 0.99872223
6509.1289 0.99891536
6509.1618 0.99902998
6509.1947 0.99909438
6509.2276 0.9990861
6509.2604 0.99893313
6509.2933 0.99851056
6509.3262 0.99782025
6509.359 0.99728185
6509.3919 0.99743265
6509.4248 0.9981645
6509.4576 0.99889358
6509.4905 0.99932898
6509.5233 0.99953941
6509.5562 0.99964534
6509.589 0.99970804
6509.6219 0.99975072
6509.6547 0.99978241
6509.6875 0.99980718
6509.7204 0.99982716
6509.7532 0.99984353
6509.786 0.99985703
6509.8189 0.99986812
6509.8517 0.99987709
6509.8845 0.99988406
6509.9173 0.99988909
6509.9501 0.99989207
6509.983 0.99989275
6510.0158 0.99989069
6510.0486 0.99988509
6510.0814 0.99987455
6510.1142 0.9998565
6510.147 0.99982581
6510.1798 0.99977047
6510.2126 0.9996571
6510.2454 0.99938791
6510.2782 0.99874913
6510.3109 0.99758561
6510.3437 0.99637736
6510.3765 0.99617799
6510.4093 0.99719193
6510.4421 0.99844051
6510.4748 0.99920303
6510.5076 0.99951684
6510.5404 0.99960132
6510.5731 0.99953546
6510.6059 0.99923201
6510.6386 0.99851778
6510.6714 0.99750147
6510.7041 0.99686171
6510.7369 0.99714075
6510.7696 0.99800271
6510.8024 0.99882089
6510.8351 0.99934216
6510.8679 0.99960189
6510.9006 0.99970924
6510.9333 0.99974863
6510.9661 0.99975979
6510.9988 0.99975657
6511.0315 0.99974287
6511.0642 0.9997176
6511.097 0.99967204
6511.1297 0.99957799
6511.1624 0.99938265
6511.1951 0.99908206
6511.2278 0.99884025
6511.2605 0.99884027
6511.2932 0.9989773
6511.3259 0.99896772
6511.3586 0.99859094
6511.3913 0.99769119
6511.424 0.99641226
6511.4567 0.99556427
6511.4894 0.99591719
6511.522 0.99704091
6511.5547 0.99794597
6511.5874 0.99829819
6511.6201 0.99828465
6511.6527 0.99808179
6511.6854 0.99774033
6511.7181 0.99723933
6511.7507 0.99650626
6511.7834 0.99538531
6511.8161 0.99353218
6511.8487 0.99008696
6511.8814 0.98282752
6511.914 0.96728873
6511.9467 0.940226
6511.9793 0.91100961
6512.0119 0.90204077
6512.0446 0.92136383
6512.0772 0.9500363
6512.1098 0.96863826
6512.1425 0.97259508
6512.1751 0.96252704
6512.2077 0.94099248
6512.2403 0.92158028
6512.273 0.9232083
6512.3056 0.94530979
6512.3382 0.96931781
6512.3708 0.98408297
6512.4034 0.99099084
6512.436 0.99405444
6512.4686 0.9954558
6512.5012 0.9961678
6512.5338 0.99678088
6512.5664 0.99748077
6512.599 0.9980936
6512.6316 0.99849902
6512.6642 0.99874468
6512.6967 0.99889715
6512.7293 0.99897265
6512.7619 0.998947
6512.7945 0.99882226
6512.827 0.99872282
6512.8596 0.99880107
6512.8922 0.99900718
6512.9247 0.99915966
6512.9573 0.99915365
6512.9899 0.99891649
6513.0224 0.99832936
6513.055 0.99746999
6513.0875 0.99690861
6513.1201 0.99714933
6513.1526 0.99781871
6513.1851 0.99815301
6513.2177 0.99787663
6513.2502 0.99734868
6513.2827 0.99720391
6513.3153 0.99762959
6513.3478 0.99817731
6513.3803 0.99843375
6513.4128 0.99832537
6513.4454 0.99781064
6513.4779 0.99646616
6513.5104 0.99290886
6513.5429 0.98485153
6513.5754 0.97269096
6513.6079 0.96411029
6513.6404 0.96728982
6513.6729 0.97863801
6513.7054 0.9883736
6513.7379 0.99318015
6513.7704 0.99524094
6513.8029 0.9962751
6513.8353 0.99642493
6513.8678 0.99558028
6513.9003 0.99431042
6513.9328 0.99383501
6513.9652 0.99462455
6513.9977 0.9957699
6514.0302 0.99635071
6514.0626 0.99623496
6514.0951 0.99554117
6514.1276 0.99412261
6514.16 0.99122707
6514.1925 0.98485677
6514.2249 0.97188448
6514.2574 0.95275811
6514.2898 0.93822693
6514.3223 0.94104539
6514.3547 0.95779215
6514.3871 0.97410853
6514.4196 0.98291201
6514.452 0.98568979
6514.4844 0.98515094
6514.5169 0.98229281
6514.5493 0.97630425
6514.5817 0.96390833
6514.6141 0.93684248
6514.6465 0.88062347
6514.6789 0.79019106
6514.7113 0.70443478
6514.7437 0.69222288
6514.7762 0.76527148
6514.8086 0.86042074
6514.8409 0.92613897
6514.8733 0.95952816
6514.9057 0.97514851
6514.9381 0.98301097
6514.9705 0.9873962
6515.0029 0.98991798
6515.0353 0.99122398
6515.0676 0.99184747
6515.1 0.99251361
6515.1324 0.99363473
6515.1648 0.9949034
6515.1971 0.99586439
6515.2295 0.99642204
6515.2619 0.99667362
6515.2942 0.99670295
6515.3266 0.99660366
6515.3589 0.99649233
6515.3913 0.99638184
6515.4236 0.99616183
6515.456 0.99574631
6515.4883 0.99519693
6515.5206 0.99474529
6515.553 0.9944717
6515.5853 0.9939611
6515.6176 0.99241768
6515.65 0.98884241
6515.6823 0.98266042
6515.7146 0.97418375
